,age,fee_cleaned,Potential,Value(MGBP),Wage(kGBP),International Reputation,Weak Foot,Skill Moves,year of contact,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Overall Rating
1050,31,3.15,77.0,8,70.0,2.0,4.0,3.0,3.0,79.0,65.0,47.0,77.0,62.0,78.0,75.0,62.0,67.0,79.0,77.0,80.0,76.0,73.0,65.0,70.0,74.0,78.0,76.0,68.0,70.0,55.0,75.0,69.0,52.0,74.0,59.0,54.0,6.0,8.0,8.0,15.0,13.0,76.0
1051,21,3.15,80.0,7.5,20.0,1.0,3.0,2.0,4.0,73.0,70.0,61.0,69.0,69.0,73.0,66.0,59.0,64.0,71.0,87.0,89.0,90.0,69.0,81.0,80.0,40.0,67.0,49.0,69.0,55.0,29.0,75.0,69.0,64.0,68.0,22.0,21.0,12.0,7.0,14.0,10.0,15.0,74.0
1052,25,199.8,93.0,119.5,275.0,5.0,5.0,5.0,5.0,75.0,88.0,62.0,82.0,83.0,96.0,82.0,84.0,75.0,95.0,94.0,90.0,96.0,88.0,82.0,80.0,61.0,78.0,53.0,78.0,56.0,36.0,90.0,83.0,81.0,92.0,24.0,33.0,9.0,9.0,15.0,15.0,11.0,89.0
1053,27,14.4,78.0,8.5,70.0,2.0,3.0,3.0,5.0,79.0,43.0,72.0,70.0,54.0,66.0,77.0,55.0,68.0,75.0,79.0,77.0,73.0,72.0,71.0,78.0,85.0,83.0,77.0,79.0,88.0,69.0,49.0,48.0,59.0,75.0,79.0,83.0,12.0,13.0,9.0,8.0,11.0,77.0
1054,24,3.6,80.0,8.5,40.0,2.0,4.0,2.0,4.0,75.0,33.0,55.0,74.0,37.0,74.0,59.0,38.0,59.0,72.0,74.0,77.0,78.0,76.0,82.0,43.0,62.0,77.0,67.0,34.0,67.0,77.0,72.0,45.0,43.0,70.0,80.0,77.0,9.0,11.0,8.0,15.0,11.0,76.0
1055,19,15.3,84.0,6.5,15.0,1.0,1.0,3.0,4.0,65.0,69.0,44.0,67.0,68.0,78.0,58.0,48.0,57.0,74.0,92.0,93.0,79.0,68.0,74.0,72.0,45.0,64.0,65.0,62.0,41.0,17.0,67.0,62.0,58.0,70.0,16.0,21.0,14.0,13.0,7.0,6.0,9.0,73.0
1056,18,6.3,79.0,2.5,10.0,1.0,2.0,2.0,4.0,74.0,57.0,52.0,69.0,48.0,74.0,79.0,58.0,53.0,73.0,79.0,79.0,77.0,62.0,79.0,80.0,63.0,64.0,68.0,66.0,66.0,62.0,67.0,61.0,42.0,61.0,61.0,60.0,14.0,8.0,5.0,6.0,9.0,70.0
1057,23,3.15,78.0,7.5,20.0,1.0,3.0,2.0,4.0,75.0,68.0,53.0,75.0,54.0,75.0,72.0,72.0,74.0,76.0,70.0,65.0,65.0,72.0,67.0,77.0,71.0,77.0,62.0,75.0,69.0,71.0,72.0,74.0,61.0,70.0,68.0,62.0,14.0,7.0,15.0,11.0,15.0,74.0
1058,25,2.7,79.0,7,15.0,1.0,2.0,1.0,4.0,13.0,12.0,13.0,14.0,19.0,17.0,18.0,16.0,20.0,20.0,22.0,27.0,25.0,71.0,29.0,22.0,53.0,28.0,66.0,17.0,31.0,11.0,12.0,39.0,20.0,46.0,12.0,16.0,77.0,74.0,69.0,76.0,78.0,75.0
1059,25,2.16,75.0,4,20.0,1.0,3.0,2.0,4.0,76.0,48.0,69.0,71.0,32.0,71.0,71.0,34.0,70.0,69.0,81.0,80.0,72.0,74.0,82.0,68.0,86.0,76.0,62.0,58.0,73.0,72.0,69.0,63.0,47.0,62.0,72.0,71.0,10.0,14.0,9.0,7.0,16.0,73.0
1060,28,1.98,76.0,8,30.0,2.0,3.0,3.0,4.0,68.0,77.0,70.0,73.0,72.0,74.0,73.0,69.0,67.0,75.0,80.0,85.0,81.0,71.0,74.0,76.0,70.0,78.0,74.0,74.0,77.0,18.0,76.0,73.0,72.0,72.0,18.0,12.0,15.0,9.0,10.0,15.0,16.0,75.0
1061,22,1.35,78.0,1.6,10.0,1.0,2.0,3.0,4.0,62.0,69.0,62.0,73.0,62.0,73.0,49.0,38.0,61.0,72.0,76.0,79.0,77.0,64.0,85.0,68.0,54.0,56.0,48.0,58.0,43.0,22.0,69.0,57.0,61.0,65.0,15.0,14.0,11.0,9.0,12.0,12.0,14.0,70.0
1062,26,0.9,79.0,8,30.0,1.0,3.0,2.0,4.0,25.0,25.0,69.0,60.0,22.0,60.0,48.0,52.0,60.0,60.0,63.0,64.0,55.0,70.0,53.0,67.0,72.0,75.0,78.0,34.0,79.0,78.0,25.0,32.0,35.0,70.0,79.0,78.0,10.0,6.0,13.0,10.0,10.0,75.0
1063,30,0.315,76.0,5.5,30.0,2.0,3.0,2.0,2.0,62.0,51.0,63.0,75.0,55.0,68.0,57.0,55.0,70.0,69.0,68.0,66.0,67.0,72.0,67.0,67.0,70.0,92.0,75.0,55.0,87.0,79.0,61.0,68.0,50.0,71.0,74.0,69.0,14.0,6.0,13.0,10.0,13.0,75.0
1064,16,18.81,82.0,0.9,4.0,1.0,2.0,3.0,5.0,32.0,68.0,57.0,56.0,35.0,65.0,25.0,25.0,35.0,62.0,70.0,74.0,53.0,63.0,55.0,58.0,62.0,56.0,67.0,48.0,35.0,18.0,68.0,47.0,56.0,46.0,12.0,15.0,7.0,14.0,6.0,8.0,14.0,63.0
1065,26,19.8,76.0,8,70.0,1.0,3.0,2.0,4.0,34.0,76.0,84.0,64.0,75.0,70.0,46.0,36.0,57.0,74.0,62.0,63.0,66.0,71.0,63.0,74.0,74.0,72.0,82.0,71.0,72.0,34.0,78.0,59.0,77.0,70.0,29.0,26.0,10.0,11.0,6.0,9.0,12.0,74.0
1066,28,9.0,75.0,7,30.0,1.0,3.0,3.0,3.0,58.0,77.0,76.0,62.0,70.0,72.0,53.0,62.0,52.0,73.0,72.0,76.0,70.0,74.0,60.0,72.0,80.0,60.0,79.0,64.0,67.0,37.0,76.0,56.0,73.0,69.0,23.0,22.0,12.0,10.0,9.0,13.0,16.0,74.0
1067,27,0.675,72.0,2.3,10.0,1.0,3.0,2.0,4.0,56.0,45.0,60.0,69.0,39.0,58.0,56.0,38.0,64.0,66.0,69.0,71.0,68.0,69.0,68.0,71.0,70.0,88.0,84.0,56.0,81.0,71.0,65.0,62.0,55.0,65.0,71.0,67.0,7.0,8.0,11.0,16.0,10.0,70.0
1068,20,4.5,87.0,16,30.0,1.0,4.0,4.0,5.0,68.0,68.0,39.0,73.0,57.0,81.0,78.0,72.0,65.0,80.0,90.0,89.0,91.0,78.0,79.0,75.0,34.0,66.0,53.0,68.0,65.0,27.0,75.0,79.0,66.0,79.0,36.0,36.0,9.0,8.0,13.0,8.0,14.0,78.0
1069,31,1.26,77.0,8,40.0,2.0,3.0,4.0,2.0,60.0,79.0,76.0,69.0,70.0,74.0,66.0,51.0,60.0,74.0,77.0,74.0,73.0,75.0,64.0,77.0,83.0,65.0,73.0,73.0,59.0,48.0,80.0,71.0,76.0,76.0,24.0,21.0,9.0,10.0,15.0,14.0,12.0,76.0
1070,21,15.21,81.0,6,30.0,1.0,3.0,4.0,5.0,65.0,52.0,60.0,74.0,38.0,76.0,62.0,75.0,70.0,74.0,75.0,71.0,72.0,70.0,78.0,82.0,59.0,64.0,69.0,74.0,68.0,71.0,67.0,74.0,58.0,72.0,75.0,71.0,12.0,8.0,8.0,12.0,8.0,72.0
1071,22,3.6,83.0,9,15.0,1.0,3.0,3.0,5.0,54.0,78.0,70.0,68.0,69.0,72.0,59.0,51.0,53.0,74.0,72.0,74.0,61.0,72.0,68.0,73.0,67.0,69.0,74.0,66.0,55.0,24.0,76.0,59.0,68.0,75.0,15.0,12.0,14.0,14.0,11.0,7.0,10.0,73.0
1072,25,1.8,76.0,8.5,15.0,1.0,3.0,4.0,4.0,70.0,67.0,49.0,79.0,72.0,81.0,72.0,70.0,66.0,79.0,77.0,75.0,79.0,73.0,84.0,68.0,66.0,81.0,68.0,74.0,59.0,32.0,73.0,75.0,70.0,78.0,35.0,27.0,8.0,15.0,15.0,11.0,12.0,76.0
1073,29,0.72,73.0,3.1,7.0,1.0,3.0,2.0,2.0,36.0,23.0,72.0,66.0,35.0,39.0,47.0,55.0,64.0,62.0,49.0,63.0,55.0,66.0,67.0,50.0,81.0,74.0,89.0,57.0,71.0,68.0,34.0,42.0,46.0,67.0,74.0,72.0,14.0,15.0,12.0,9.0,10.0,72.0
1074,23,0.18,78.0,3.1,6.0,1.0,3.0,1.0,3.0,14.0,17.0,20.0,24.0,17.0,25.0,13.0,14.0,17.0,26.0,49.0,40.0,37.0,69.0,54.0,20.0,58.0,42.0,58.0,11.0,21.0,17.0,20.0,38.0,21.0,27.0,12.0,13.0,75.0,67.0,73.0,68.0,74.0,71.0
1075,22,19.8,84.0,17,50.0,1.0,3.0,4.0,5.0,50.0,79.0,74.0,71.0,69.0,75.0,69.0,35.0,48.0,79.0,79.0,84.0,77.0,75.0,68.0,80.0,81.0,74.0,86.0,66.0,75.0,22.0,81.0,68.0,82.0,76.0,14.0,16.0,7.0,13.0,11.0,10.0,8.0,78.0
1076,22,19.8,72.0,0.675,2.0,1.0,3.0,2.0,2.0,45.0,70.0,68.0,48.0,49.0,59.0,44.0,42.0,42.0,60.0,75.0,77.0,56.0,60.0,68.0,62.0,69.0,59.0,61.0,59.0,41.0,18.0,58.0,46.0,67.0,60.0,15.0,15.0,15.0,9.0,9.0,13.0,12.0,63.0
1077,23,9.0,85.0,14.5,50.0,1.0,3.0,2.0,4.0,58.0,42.0,75.0,73.0,35.0,67.0,35.0,29.0,68.0,70.0,74.0,75.0,66.0,79.0,62.0,51.0,76.0,76.0,79.0,36.0,79.0,77.0,36.0,61.0,39.0,79.0,80.0,81.0,7.0,10.0,15.0,15.0,15.0,78.0
1078,21,7.2,89.0,26,60.0,1.0,3.0,4.0,5.0,67.0,59.0,56.0,84.0,59.0,88.0,67.0,63.0,79.0,85.0,84.0,76.0,83.0,80.0,86.0,80.0,63.0,78.0,78.0,65.0,81.0,73.0,70.0,82.0,60.0,87.0,73.0,69.0,8.0,10.0,13.0,8.0,7.0,80.0
1079,18,4.5,83.0,0.9,7.0,1.0,3.0,3.0,5.0,41.0,64.0,59.0,55.0,59.0,68.0,51.0,40.0,40.0,67.0,78.0,75.0,81.0,51.0,76.0,63.0,58.0,54.0,54.0,59.0,29.0,19.0,63.0,55.0,59.0,59.0,28.0,18.0,11.0,11.0,10.0,7.0,7.0,63.0
1080,18,1.31,84.0,1,6.0,1.0,4.0,2.0,4.0,31.0,25.0,71.0,68.0,33.0,62.0,35.0,34.0,52.0,58.0,72.0,70.0,63.0,61.0,44.0,42.0,72.0,67.0,74.0,29.0,64.0,62.0,30.0,58.0,42.0,56.0,67.0,61.0,12.0,14.0,10.0,14.0,15.0,64.0
1081,19,9.0,81.0,3.8,10.0,1.0,4.0,4.0,5.0,55.0,70.0,57.0,68.0,60.0,78.0,61.0,36.0,57.0,74.0,84.0,84.0,77.0,64.0,74.0,69.0,60.0,60.0,61.0,59.0,39.0,24.0,72.0,68.0,55.0,71.0,17.0,21.0,9.0,10.0,7.0,13.0,8.0,72.0
1082,24,7.2,84.0,16.5,30.0,2.0,3.0,4.0,5.0,68.0,61.0,52.0,84.0,62.0,76.0,69.0,58.0,81.0,81.0,58.0,45.0,75.0,76.0,77.0,78.0,48.0,70.0,68.0,72.0,71.0,69.0,75.0,83.0,55.0,81.0,68.0,69.0,7.0,10.0,6.0,14.0,6.0,78.0
1083,21,7.2,84.0,11.5,20.0,1.0,4.0,3.0,5.0,39.0,78.0,78.0,64.0,68.0,74.0,53.0,32.0,41.0,69.0,74.0,86.0,65.0,72.0,46.0,74.0,77.0,73.0,85.0,64.0,70.0,26.0,76.0,58.0,65.0,63.0,31.0,22.0,8.0,8.0,7.0,13.0,11.0,75.0
1084,22,1.89,78.0,1.6,10.0,1.0,3.0,3.0,3.0,54.0,66.0,51.0,65.0,65.0,73.0,62.0,38.0,39.0,71.0,93.0,91.0,93.0,63.0,93.0,67.0,82.0,73.0,61.0,60.0,45.0,21.0,65.0,61.0,62.0,67.0,21.0,14.0,9.0,6.0,13.0,7.0,11.0,70.0
1085,28,22.5,81.0,14.5,60.0,3.0,3.0,3.0,5.0,74.0,68.0,68.0,85.0,63.0,72.0,73.0,70.0,81.0,78.0,63.0,62.0,61.0,81.0,68.0,81.0,53.0,77.0,81.0,70.0,86.0,81.0,76.0,79.0,77.0,82.0,81.0,74.0,7.0,12.0,11.0,6.0,7.0,80.0
1086,21,17.1,81.0,8,30.0,1.0,3.0,2.0,5.0,28.0,32.0,74.0,75.0,32.0,54.0,28.0,31.0,79.0,65.0,63.0,67.0,47.0,69.0,61.0,48.0,77.0,75.0,84.0,35.0,72.0,69.0,54.0,60.0,38.0,61.0,77.0,74.0,8.0,9.0,9.0,10.0,8.0,74.0
1087,22,10.8,79.0,4.4,30.0,1.0,4.0,3.0,5.0,74.0,62.0,49.0,73.0,74.0,74.0,58.0,54.0,66.0,70.0,86.0,76.0,82.0,74.0,64.0,70.0,45.0,62.0,52.0,72.0,43.0,22.0,66.0,73.0,57.0,76.0,26.0,23.0,7.0,9.0,14.0,13.0,6.0,72.0
1088,24,9.0,79.0,6.5,30.0,1.0,5.0,3.0,3.0,75.0,60.0,64.0,73.0,56.0,68.0,69.0,49.0,66.0,72.0,78.0,79.0,75.0,75.0,76.0,74.0,82.0,78.0,70.0,68.0,69.0,72.0,66.0,61.0,65.0,63.0,73.0,76.0,11.0,10.0,11.0,14.0,12.0,74.0
1089,22,22.37,79.0,4.7,30.0,1.0,2.0,3.0,5.0,58.0,42.0,73.0,73.0,50.0,72.0,59.0,46.0,65.0,68.0,69.0,69.0,59.0,69.0,71.0,73.0,75.0,81.0,82.0,54.0,82.0,74.0,63.0,72.0,62.0,75.0,75.0,66.0,11.0,11.0,9.0,8.0,11.0,72.0
1090,28,5.4,78.0,10.5,40.0,2.0,4.0,4.0,4.0,73.0,70.0,58.0,79.0,70.0,82.0,75.0,78.0,74.0,80.0,79.0,77.0,91.0,72.0,80.0,73.0,41.0,73.0,50.0,73.0,47.0,56.0,69.0,74.0,72.0,72.0,34.0,32.0,12.0,16.0,12.0,13.0,7.0,77.0
1091,23,1.8,78.0,6,15.0,1.0,2.0,2.0,4.0,40.0,53.0,73.0,67.0,20.0,56.0,21.0,29.0,63.0,63.0,63.0,65.0,41.0,65.0,48.0,75.0,69.0,63.0,79.0,40.0,83.0,69.0,48.0,43.0,35.0,68.0,76.0,73.0,12.0,11.0,10.0,11.0,13.0,73.0
1092,22,27.0,85.0,17.5,60.0,1.0,4.0,4.0,5.0,69.0,70.0,38.0,80.0,70.0,84.0,75.0,79.0,73.0,82.0,80.0,83.0,82.0,74.0,78.0,76.0,63.0,85.0,54.0,75.0,78.0,70.0,72.0,76.0,52.0,80.0,72.0,66.0,12.0,14.0,14.0,10.0,16.0,78.0
1093,21,18.0,84.0,9.5,40.0,2.0,4.0,4.0,5.0,79.0,50.0,59.0,77.0,53.0,78.0,73.0,49.0,66.0,77.0,78.0,78.0,76.0,79.0,71.0,62.0,65.0,75.0,68.0,46.0,61.0,76.0,62.0,66.0,59.0,74.0,74.0,70.0,8.0,9.0,13.0,12.0,14.0,76.0
1094,16,18.0,86.0,1,6.0,1.0,3.0,3.0,5.0,52.0,65.0,56.0,55.0,66.0,62.0,57.0,43.0,47.0,63.0,85.0,84.0,76.0,62.0,60.0,61.0,60.0,53.0,59.0,57.0,36.0,21.0,62.0,56.0,58.0,63.0,21.0,19.0,5.0,13.0,6.0,15.0,14.0,64.0
1095,24,12.6,81.0,8,40.0,1.0,3.0,3.0,5.0,50.0,63.0,64.0,76.0,47.0,73.0,46.0,44.0,72.0,74.0,76.0,72.0,69.0,69.0,60.0,73.0,54.0,64.0,71.0,73.0,75.0,81.0,59.0,58.0,49.0,74.0,77.0,72.0,13.0,7.0,7.0,14.0,8.0,74.0
1096,29,10.8,77.0,9,60.0,2.0,4.0,4.0,3.0,74.0,71.0,67.0,76.0,73.0,80.0,77.0,78.0,68.0,80.0,74.0,77.0,65.0,75.0,54.0,81.0,71.0,75.0,83.0,74.0,59.0,44.0,74.0,75.0,76.0,79.0,49.0,45.0,12.0,11.0,12.0,10.0,13.0,76.0
1097,20,5.4,81.0,3.3,20.0,1.0,3.0,3.0,5.0,69.0,41.0,61.0,65.0,43.0,70.0,60.0,35.0,52.0,69.0,79.0,79.0,71.0,67.0,72.0,58.0,72.0,75.0,67.0,53.0,65.0,67.0,50.0,55.0,56.0,64.0,69.0,71.0,11.0,10.0,10.0,6.0,10.0,70.0
1098,24,18.0,81.0,8.5,30.0,2.0,4.0,2.0,4.0,67.0,27.0,73.0,71.0,40.0,67.0,63.0,44.0,65.0,70.0,72.0,74.0,71.0,67.0,62.0,67.0,90.0,67.0,79.0,52.0,74.0,72.0,49.0,49.0,42.0,73.0,80.0,78.0,8.0,14.0,12.0,11.0,12.0,75.0
1099,26,12.6,74.0,6,50.0,2.0,3.0,4.0,4.0,76.0,66.0,56.0,75.0,59.0,80.0,79.0,74.0,69.0,77.0,74.0,71.0,78.0,63.0,73.0,71.0,59.0,66.0,60.0,70.0,50.0,27.0,73.0,72.0,68.0,73.0,24.0,23.0,12.0,6.0,15.0,7.0,15.0,74.0
1100,24,10.35,80.0,11,40.0,1.0,3.0,4.0,5.0,67.0,48.0,75.0,80.0,55.0,77.0,54.0,54.0,78.0,79.0,69.0,69.0,67.0,76.0,61.0,75.0,74.0,84.0,86.0,77.0,77.0,74.0,74.0,70.0,55.0,75.0,76.0,71.0,13.0,7.0,7.0,13.0,11.0,77.0
1101,22,9.0,78.0,5.5,30.0,1.0,2.0,3.0,3.0,66.0,75.0,72.0,72.0,61.0,77.0,54.0,39.0,55.0,67.0,89.0,87.0,84.0,72.0,63.0,71.0,70.0,59.0,57.0,63.0,32.0,14.0,73.0,64.0,71.0,63.0,17.0,16.0,11.0,8.0,11.0,5.0,9.0,74.0
1102,31,5.04,83.0,22,100.0,3.0,4.0,3.0,2.0,80.0,74.0,70.0,86.0,76.0,80.0,84.0,80.0,84.0,84.0,66.0,59.0,75.0,75.0,84.0,76.0,75.0,79.0,62.0,80.0,71.0,72.0,74.0,86.0,70.0,88.0,72.0,67.0,13.0,15.0,15.0,13.0,13.0,81.0
1103,19,2.03,83.0,1.7,10.0,1.0,2.0,4.0,6.0,69.0,49.0,48.0,68.0,43.0,74.0,64.0,59.0,58.0,73.0,87.0,89.0,79.0,58.0,78.0,62.0,53.0,74.0,49.0,48.0,61.0,56.0,70.0,61.0,57.0,71.0,60.0,58.0,11.0,8.0,8.0,9.0,6.0,70.0
1104,19,130.5,95.0,82,100.0,3.0,4.0,5.0,4.0,77.0,88.0,77.0,82.0,78.0,90.0,77.0,63.0,73.0,91.0,96.0,96.0,92.0,87.0,83.0,80.0,75.0,83.0,74.0,79.0,62.0,38.0,88.0,82.0,70.0,86.0,34.0,32.0,13.0,5.0,7.0,11.0,6.0,88.0
1105,21,33.3,87.0,16,50.0,1.0,5.0,3.0,5.0,64.0,37.0,76.0,75.0,32.0,65.0,54.0,38.0,66.0,69.0,74.0,76.0,69.0,76.0,65.0,65.0,81.0,77.0,72.0,40.0,85.0,77.0,53.0,59.0,36.0,78.0,81.0,85.0,9.0,9.0,14.0,10.0,12.0,78.0
1106,28,21.6,77.0,7,20.0,2.0,3.0,3.0,4.0,79.0,56.0,72.0,70.0,59.0,72.0,77.0,55.0,68.0,75.0,78.0,79.0,76.0,74.0,73.0,78.0,85.0,82.0,77.0,77.0,85.0,69.0,52.0,54.0,59.0,75.0,76.0,78.0,12.0,13.0,9.0,8.0,11.0,76.0
1107,20,9.27,84.0,7,30.0,1.0,3.0,3.0,4.0,52.0,73.0,68.0,68.0,64.0,76.0,69.0,55.0,48.0,74.0,88.0,82.0,72.0,66.0,73.0,73.0,67.0,70.0,76.0,65.0,64.0,35.0,70.0,68.0,69.0,68.0,40.0,28.0,7.0,6.0,13.0,11.0,13.0,72.0
1108,22,8.1,78.0,3.4,20.0,1.0,3.0,3.0,5.0,52.0,74.0,70.0,68.0,67.0,64.0,58.0,43.0,49.0,70.0,63.0,66.0,63.0,67.0,61.0,69.0,70.0,69.0,78.0,61.0,42.0,28.0,71.0,56.0,65.0,62.0,18.0,24.0,14.0,10.0,12.0,14.0,6.0,70.0
1109,27,3.6,77.0,9,30.0,2.0,4.0,4.0,3.0,79.0,72.0,73.0,79.0,74.0,75.0,80.0,82.0,80.0,81.0,55.0,58.0,62.0,71.0,74.0,84.0,54.0,72.0,73.0,80.0,63.0,64.0,78.0,80.0,78.0,78.0,59.0,49.0,14.0,11.0,10.0,11.0,6.0,76.0
1110,22,1.8,78.0,3.3,15.0,1.0,3.0,3.0,4.0,67.0,67.0,44.0,70.0,69.0,75.0,73.0,66.0,64.0,74.0,76.0,75.0,88.0,64.0,83.0,70.0,69.0,69.0,54.0,67.0,69.0,30.0,63.0,63.0,61.0,67.0,42.0,43.0,7.0,10.0,9.0,13.0,12.0,70.0
1111,24,4.5,77.0,5.5,20.0,1.0,2.0,3.0,4.0,58.0,71.0,62.0,64.0,61.0,73.0,59.0,59.0,58.0,70.0,85.0,83.0,89.0,73.0,81.0,76.0,73.0,68.0,74.0,75.0,69.0,45.0,75.0,70.0,65.0,69.0,39.0,38.0,15.0,6.0,12.0,8.0,10.0,73.0
1112,22,9.9,82.0,4.3,30.0,1.0,3.0,3.0,5.0,73.0,42.0,58.0,74.0,39.0,72.0,68.0,49.0,65.0,70.0,85.0,80.0,73.0,64.0,71.0,54.0,59.0,78.0,63.0,43.0,65.0,68.0,67.0,64.0,53.0,63.0,70.0,68.0,14.0,14.0,7.0,11.0,8.0,72.0
1113,31,8.1,82.0,19,90.0,4.0,3.0,3.0,4.0,85.0,71.0,74.0,90.0,81.0,76.0,78.0,81.0,89.0,85.0,55.0,52.0,62.0,80.0,75.0,77.0,63.0,56.0,61.0,70.0,45.0,50.0,70.0,90.0,78.0,92.0,59.0,58.0,6.0,10.0,8.0,15.0,15.0,79.0
1114,36,1.8,82.0,5,60.0,3.0,4.0,2.0,2.0,45.0,57.0,90.0,74.0,60.0,60.0,52.0,76.0,68.0,67.0,56.0,61.0,46.0,81.0,36.0,90.0,43.0,61.0,82.0,76.0,74.0,80.0,53.0,59.0,60.0,84.0,82.0,80.0,14.0,10.0,14.0,8.0,14.0,79.0
1115,18,1.08,83.0,1.1,8.0,1.0,3.0,3.0,5.0,38.0,65.0,58.0,59.0,61.0,64.0,44.0,38.0,45.0,67.0,76.0,72.0,56.0,55.0,66.0,75.0,61.0,55.0,60.0,55.0,38.0,24.0,61.0,58.0,65.0,49.0,33.0,31.0,5.0,6.0,10.0,9.0,12.0,64.0
1116,22,0.675,79.0,6.5,20.0,1.0,3.0,3.0,5.0,73.0,60.0,69.0,71.0,30.0,72.0,67.0,35.0,55.0,73.0,72.0,74.0,64.0,69.0,64.0,55.0,74.0,76.0,74.0,32.0,59.0,72.0,60.0,56.0,40.0,67.0,76.0,74.0,11.0,15.0,7.0,7.0,12.0,73.0
1117,24,36.0,85.0,19.5,70.0,2.0,4.0,4.0,5.0,76.0,55.0,60.0,84.0,71.0,78.0,79.0,78.0,82.0,82.0,75.0,69.0,77.0,74.0,77.0,82.0,61.0,79.0,69.0,77.0,83.0,72.0,74.0,82.0,57.0,74.0,75.0,75.0,9.0,14.0,6.0,9.0,10.0,79.0
1118,18,4.95,84.0,1.1,5.0,1.0,3.0,3.0,5.0,62.0,46.0,60.0,67.0,50.0,74.0,60.0,50.0,65.0,72.0,62.0,61.0,65.0,56.0,57.0,67.0,59.0,59.0,63.0,53.0,53.0,51.0,59.0,70.0,55.0,65.0,57.0,55.0,14.0,12.0,9.0,10.0,14.0,65.0
1119,22,2.7,75.0,0.75,5.0,1.0,2.0,3.0,4.0,64.0,32.0,55.0,67.0,37.0,68.0,58.0,35.0,49.0,65.0,84.0,86.0,67.0,58.0,84.0,43.0,67.0,75.0,59.0,38.0,59.0,56.0,55.0,51.0,39.0,55.0,58.0,56.0,10.0,13.0,11.0,12.0,14.0,65.0
1120,20,20.16,88.0,17,33.0,1.0,4.0,3.0,5.0,64.0,79.0,77.0,66.0,73.0,70.0,63.0,48.0,53.0,75.0,83.0,92.0,78.0,78.0,68.0,78.0,81.0,85.0,77.0,71.0,76.0,34.0,78.0,65.0,75.0,72.0,38.0,19.0,14.0,14.0,10.0,9.0,6.0,79.0
1121,22,18.0,85.0,14.5,30.0,3.0,4.0,4.0,4.0,72.0,66.0,64.0,78.0,68.0,84.0,69.0,68.0,76.0,80.0,79.0,79.0,77.0,76.0,90.0,85.0,81.0,86.0,76.0,77.0,90.0,70.0,74.0,77.0,68.0,76.0,73.0,64.0,5.0,12.0,6.0,13.0,14.0,81.0
1122,22,15.75,82.0,12,33.0,1.0,4.0,4.0,5.0,78.0,71.0,68.0,79.0,72.0,81.0,83.0,76.0,74.0,80.0,68.0,74.0,74.0,70.0,79.0,83.0,55.0,79.0,72.0,76.0,71.0,40.0,73.0,77.0,60.0,75.0,54.0,45.0,10.0,12.0,5.0,13.0,7.0,78.0
1123,19,9.0,84.0,2.3,11.0,1.0,3.0,3.0,5.0,55.0,70.0,67.0,61.0,62.0,70.0,63.0,41.0,55.0,66.0,87.0,87.0,86.0,59.0,69.0,70.0,67.0,58.0,62.0,66.0,48.0,22.0,65.0,64.0,60.0,66.0,26.0,24.0,7.0,9.0,12.0,15.0,14.0,70.0
1124,28,6.3,80.0,13,45.0,2.0,3.0,3.0,4.0,72.0,61.0,79.0,78.0,56.0,75.0,68.0,46.0,77.0,76.0,67.0,73.0,74.0,80.0,73.0,69.0,91.0,90.0,78.0,65.0,84.0,81.0,70.0,76.0,66.0,76.0,83.0,77.0,8.0,14.0,15.0,7.0,10.0,80.0
1125,19,5.85,83.0,5.5,14.0,1.0,3.0,3.0,5.0,73.0,53.0,61.0,72.0,46.0,74.0,63.0,38.0,63.0,74.0,79.0,78.0,76.0,73.0,74.0,59.0,59.0,77.0,59.0,55.0,70.0,68.0,68.0,64.0,43.0,68.0,70.0,71.0,11.0,10.0,13.0,13.0,6.0,74.0
1126,24,5.4,78.0,3.2,15.0,1.0,2.0,1.0,5.0,12.0,16.0,14.0,27.0,12.0,18.0,18.0,17.0,24.0,18.0,40.0,43.0,35.0,72.0,54.0,50.0,54.0,42.0,56.0,18.0,27.0,24.0,20.0,57.0,19.0,28.0,16.0,14.0,75.0,72.0,67.0,66.0,73.0,72.0
1127,21,0.54,79.0,1.3,8.0,1.0,3.0,2.0,5.0,42.0,34.0,68.0,62.0,33.0,47.0,49.0,34.0,54.0,58.0,54.0,61.0,45.0,63.0,50.0,46.0,70.0,50.0,74.0,39.0,64.0,68.0,41.0,52.0,44.0,66.0,66.0,65.0,10.0,13.0,13.0,9.0,7.0,68.0
1128,24,72.0,87.0,29.5,89.0,1.0,2.0,4.0,5.0,78.0,77.0,57.0,75.0,70.0,86.0,79.0,79.0,67.0,81.0,89.0,91.0,89.0,83.0,81.0,81.0,68.0,82.0,68.0,79.0,43.0,28.0,81.0,80.0,85.0,78.0,27.0,25.0,11.0,14.0,11.0,6.0,8.0,83.0
